measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Rate,2017,11656.423503169159,12970.69592412409,10581.78823612497
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2017,11243.13711095658,12351.09307445525,10308.61859349965
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Percent,2018,0.1137879360227983,0.1244111698838499,0.104434899397134
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Percent,2018,0.1202894763889655,0.1339087089725613,0.1095221515712081
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Percent,2018,0.1171821357868653,0.1286285427509285,0.1073038143304543
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Rate,2018,10835.05532101364,11807.466983606491,9923.48011561177
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Rate,2018,11698.02962697142,12995.113754101181,10660.107525302521
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2018,11281.0542538884,12395.20966826636,10310.97915710485
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Percent,2019,0.1140785415647465,0.1244984972150272,0.1046423103591139
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Percent,2019,0.1206144606518667,0.1341992952162083,0.1098890604295051
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Percent,2019,0.117492228058625,0.1288483545260439,0.1074416322502004
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Rate,2019,10863.73366670601,11839.7606438249,9964.02336790745
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Rate,2019,11731.23961515307,13036.0999326231,10672.910493787851
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2019,11312.26994387544,12420.74662316156,10332.975985790741
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Percent,2020,0.1183514956104037,0.1325026571347991,0.1058812524214608
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Percent,2020,0.1269108836075109,0.14663380188248,0.1109258068246571
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Percent,2020,0.1228229717011338,0.1393472680834559,0.1089339260628797
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Rate,2020,11279.37439843239,12623.843861040299,10088.271197266551
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Rate,2020,12348.86824678714,14250.920534898489,10787.03352232175
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2020,11832.5416536847,13442.016471866518,10506.17631609297
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Percent,2021,0.1236616748973811,0.1393742973835958,0.1109961205122052
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Percent,2021,0.135865707972952,0.1571847355285704,0.1173629195245074
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Percent,2021,0.1300335335683704,0.147671492048902,0.1150435877670346
Prevalence,Sri Lanka,Male,All ages,Mental disorders,Rate,2021,11837.38627409371,13310.55799117519,10612.26699168166
Prevalence,Sri Lanka,Female,All ages,Mental disorders,Rate,2021,13250.982396447189,15340.80854275903,11461.65612822017
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2021,12568.84328004144,14278.5355997155,11142.26144771213
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2015,0.1076171898745794,0.1193780245057011,0.0968298870669429
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2015,0.1068669359879568,0.1207197738318942,0.0958720939523457
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2015,0.1072458740620804,0.1200887592366584,0.0966608828594792
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2015,10522.93128468742,11688.11719930952,9453.33278975487
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2015,10515.223019449251,11860.77139044772,9411.407119009791
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2015,10519.12948726745,11787.7031682471,9484.27082780447
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2016,0.1079010313545825,0.1194404392359239,0.097579254838012
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2016,0.1072311451570535,0.120810276756414,0.0964675525060915
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2016,0.1075692454800013,0.1199472059856581,0.0970116305811706
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2016,10546.05314292354,11699.86130838007,9497.51824532733
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2016,10548.121309148099,11866.7727054449,9460.40909788043
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2016,10547.07383125673,11785.67689214441,9517.87232128032
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2017,0.1082326000951314,0.1196410337263151,0.0977153384672963
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2017,0.1076948540005721,0.1211929270918972,0.0967910168207395
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2017,0.1079660505436485,0.1205188273890626,0.0976496106612825
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2017,10573.872863555129,11722.536143817271,9534.10353329012
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2017,10590.62904077894,11904.01733242015,9471.10546146856
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2017,10582.14780817968,11805.21179945408,9585.82326085816
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2018,0.1085843576178907,0.1200399833348766,0.0979918256301805
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2018,0.1081940345168596,0.1214642582618482,0.0969402968211679
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2018,0.1083907090302391,0.1203543339652037,0.097810821808889
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2018,10604.01774293086,11748.93732024583,9580.844873121761
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2018,10637.075893299281,11927.86285438741,9523.98706137171
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2018,10620.35405632193,11794.740157425911,9607.57990900529
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2019,0.10892759659093,0.1206252478944504,0.0983521053429876
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2019,0.1086620073021625,0.1219203528100392,0.0976285530611277
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2019,0.1087957039211147,0.120735151610039,0.0976039126671806
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2019,10633.774462812271,11793.5161976346,9586.37341439811
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2019,10681.497556315291,11994.05533987127,9561.36435933311
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2019,10657.37324765994,11837.238073857161,9583.42981642154
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2020,0.1106604406642965,0.1238250610248591,0.0971242828736106
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2020,0.1111692506473121,0.128940799641861,0.0956571757706709
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2020,0.1109131719804982,0.1256808841330134,0.0968457740657471
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2020,10798.83147858877,12115.72356396372,9465.359623309701
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2020,10927.64678989762,12656.940691147662,9401.709364070839
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2020,10862.57137096432,12312.2721758225,9474.14002796075
Prevalence,Vanuatu,Male,All ages,Mental disorders,Percent,2021,0.1150594069569524,0.1292528741157054,0.1015287308549565
Prevalence,Vanuatu,Female,All ages,Mental disorders,Percent,2021,0.1181302131268245,0.1373134308488566,0.1019234019504775
Prevalence,Vanuatu,Both,All ages,Mental disorders,Percent,2021,0.1165855981988502,0.1327027913734837,0.1021658372243889
Prevalence,Vanuatu,Male,All ages,Mental disorders,Rate,2021,11225.93479685695,12649.25374176865,9916.14796577767
Prevalence,Vanuatu,Female,All ages,Mental disorders,Rate,2021,11610.49876841585,13491.070313044029,10027.09878373204
Prevalence,Vanuatu,Both,All ages,Mental disorders,Rate,2021,11416.36532057623,13001.62921605735,10012.76476633607
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2015,0.1068078295652527,0.1182454487584309,0.0966124712311892
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2015,0.1084338610669016,0.1212968940135588,0.0979525321509625
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2015,0.1076274163533686,0.1197931430453426,0.0976080773825073
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2015,10125.766590026391,11245.251123929329,9161.0224662907
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2015,10512.75877140626,11769.53501504326,9490.34483607546
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2015,10318.78108123051,11473.16530709667,9369.931581891
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2016,0.1068564222878118,0.1185360712155901,0.0964677498905275
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2016,0.1086076074890703,0.1211880211952529,0.0979319492571559
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2016,0.1077403074257496,0.1197610525215505,0.0979307558497401
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2016,10124.85913265888,11261.6657603962,9161.78867901327
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2016,10527.72408186821,11742.91407828845,9493.501884505149
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2016,10326.02433821137,11476.55655651066,9387.209361560219
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2017,0.1069426223707965,0.118853322924145,0.0964428498610114
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2017,0.1088330403128219,0.1209707102573907,0.0978661282270175
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2017,0.1078980086818004,0.1196931514378012,0.0980297921664066
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2017,10126.10087131279,11258.781876446861,9140.64207617073
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2017,10546.80135420525,11726.14763520317,9507.34244422657
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2017,10336.39189899799,11482.582515851269,9394.2328406356
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2018,0.1070491311373077,0.1186732316674105,0.0965237850642544
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2018,0.1090730241946261,0.120930593805947,0.0981798168532055
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2018,0.108073206184884,0.1195524396132648,0.0981619721311284
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2018,10129.083279046481,11239.35641691792,9143.32478778616
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2018,10567.4210306017,11720.39375889743,9507.87805019101
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2018,10348.396822426439,11452.458436335839,9391.8788548574
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2019,0.1071588277637991,0.1189351685188462,0.0965211883892893
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2019,0.109289862956075,0.1213490559125195,0.0980665476898462
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2019,0.1082383181524541,0.1195312085030943,0.0980214416887167
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2019,10133.37159884487,11227.97165043149,9144.06844379521
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2019,10586.88688848195,11740.019646448429,9502.56053999325
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2019,10360.47148072547,11426.90259188975,9398.55681360835
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2020,0.1084767715570684,0.1216350726333559,0.0966843000445909
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2020,0.1114216845946745,0.1280510550977359,0.0970040980099232
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2020,0.1099701914083716,0.1245454540979218,0.0974677578628302
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2020,10251.64133870009,11485.838472689471,9123.3731335967
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2020,10793.328401832481,12430.69113342393,9393.62427250194
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2020,10523.10084945893,11928.23443756372,9332.2835480416
Prevalence,Tonga,Male,All ages,Mental disorders,Percent,2021,0.1121596959547853,0.1267378159836676,0.099478663674983
Prevalence,Tonga,Female,All ages,Mental disorders,Percent,2021,0.117608916126725,0.1371739515563843,0.1014555685975737
Prevalence,Tonga,Both,All ages,Mental disorders,Percent,2021,0.1149249838751959,0.1305318004523825,0.1011677138874939
Prevalence,Tonga,Male,All ages,Mental disorders,Rate,2021,10600.48024019868,12000.39383355228,9407.7737264731
Prevalence,Tonga,Female,All ages,Mental disorders,Rate,2021,11387.41523554003,13261.540771466909,9831.96053650693
Prevalence,Tonga,Both,All ages,Mental disorders,Rate,2021,10995.11306490887,12532.514923307219,9665.8272257369
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2015,0.1045987613751842,0.1154679498696958,0.0949467827227719
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2015,0.1111421319419113,0.124415212850475,0.0991949846455234
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2015,0.1080108734460882,0.1199116538464587,0.0977814292407827
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2015,10082.58251185829,11102.0159982032,9144.300283972361
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2015,10904.95507405465,12160.30335303283,9737.35398119747
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2015,10507.8010002643,11643.84755179218,9483.17757586882
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2016,0.1045454511786325,0.1157540640708522,0.0951150790191657
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2016,0.1111434968335581,0.1248203950129326,0.0994938359313506
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2016,0.1079870774656287,0.1201949552233678,0.0978839372336392
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2016,10070.06141878721,11126.221822518779,9152.93911105976
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2016,10901.30601275791,12211.03710655071,9765.65199504166
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2016,10499.915391643159,11640.27546782177,9497.6249761222
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2017,0.1044941889954043,0.1158859968042609,0.0952626371719533
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2017,0.1111815786404445,0.124486513517857,0.0996488046741584
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2017,0.1079830121954172,0.1200113569161307,0.0975628300467859
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2017,10060.88026763551,11133.919727848799,9183.96643406269
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2017,10902.20973510026,12205.882459853421,9763.98999186569
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2017,10495.99329585807,11661.71886066939,9480.5445220889
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2018,0.1045070113436292,0.1162132562415445,0.095222592221572
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2018,0.1112370168477534,0.1247349174755469,0.0991550478612185
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2018,0.1080190503998372,0.1200157470960778,0.0975729793593279
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2018,10053.344609453969,11124.94923191862,9147.84064070076
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2018,10903.25126210517,12222.026560032411,9712.8735259353
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2018,10492.92631517629,11658.09590176837,9481.0081896294
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2019,0.1044946408649584,0.1164540830678627,0.0949650861280639
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2019,0.1112234169664358,0.1245746904088111,0.0991668264952689
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2019,0.1080067165701576,0.1200845477352779,0.0976901367910059
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2019,10046.26486593949,11137.82745924366,9126.439956042721
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2019,10899.83774081481,12226.71736553528,9705.71484162123
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2019,10487.756584460769,11665.309592289,9502.14123212933
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2020,0.108491289009456,0.1213620045815146,0.0963702538326275
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2020,0.1176459099765285,0.1375636888001155,0.1006424891185715
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2020,0.1132685836439301,0.1291669575625584,0.0985262915519513
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2020,10455.21679839081,11667.18760248924,9321.203373943921
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2020,11549.40516875437,13492.41175248781,9882.44328036435
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2020,11021.18953726892,12562.81137524457,9587.26134439105
Prevalence,Myanmar,Male,All ages,Mental disorders,Percent,2021,0.1142020149121226,0.1280396308101968,0.1014444304455052
Prevalence,Myanmar,Female,All ages,Mental disorders,Percent,2021,0.1268774113535521,0.1482625171957856,0.1086460663531534
Prevalence,Myanmar,Both,All ages,Mental disorders,Percent,2021,0.120816919732434,0.1387913759054836,0.1040957112501697
Prevalence,Myanmar,Male,All ages,Mental disorders,Rate,2021,11011.99717986921,12361.70082195932,9800.264132919701
Prevalence,Myanmar,Female,All ages,Mental disorders,Rate,2021,12459.56674657362,14544.13271458245,10668.14055712424
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2021,11760.88832413214,13521.79588872144,10131.21734072521
Prevalence,Philippines,Male,All ages,Mental disorders,Percent,2015,0.109345067241103,0.1188227818281678,0.0997613154894667
Prevalence,Philippines,Female,All ages,Mental disorders,Percent,2015,0.1171228123171803,0.1275079486136394,0.1075244689786816
Prevalence,Philippines,Both,All ages,Mental disorders,Percent,2015,0.1132144089037666,0.1233990674285194,0.103725214532325
Prevalence,Philippines,Male,All ages,Mental disorders,Rate,2015,10419.34308301912,11327.53439423574,9506.360130997211
Prevalence,Philippines,Female,All ages,Mental disorders,Rate,2015,11355.22575267607,12345.28916324792,10406.21454276198
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2015,10880.89169188311,11820.31974802707,9980.796799028769
Prevalence,Philippines,Male,All ages,Mental disorders,Percent,2016,0.1096137423018067,0.1190295049558444,0.1000703394911267
Prevalence,Philippines,Female,All ages,Mental disorders,Percent,2016,0.1174427516603533,0.1276675110829123,0.1079146491799763
Prevalence,Philippines,Both,All ages,Mental disorders,Percent,2016,0.1135087560231726,0.1236620647095667,0.104013917536072
Prevalence,Philippines,Male,All ages,Mental disorders,Rate,2016,10440.42822860555,11345.3426456043,9534.49077329936
Prevalence,Philippines,Female,All ages,Mental disorders,Rate,2016,11385.37491539023,12365.59244767623,10449.07921252029
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2016,10906.38306514537,11842.163366189421,10004.589997609011
Prevalence,Philippines,Male,All ages,Mental disorders,Percent,2017,0.109934817913863,0.1193372850719968,0.1004199394275428
Prevalence,Philippines,Female,All ages,Mental disorders,Percent,2017,0.1178291576824782,0.1278779585246071,0.1084160902419276
Prevalence,Philippines,Both,All ages,Mental disorders,Percent,2017,0.1138629787573194,0.1239787913465519,0.1043563731058691
Prevalence,Philippines,Male,All ages,Mental disorders,Rate,2017,10464.320268941241,11359.77189835015,9564.1244556585
Prevalence,Philippines,Female,All ages,Mental disorders,Rate,2017,11421.648490597281,12390.88085813285,10490.09300639609
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2017,10936.33066426413,11869.80809330516,10031.13674835793
Prevalence,Philippines,Male,All ages,Mental disorders,Percent,2018,0.1102699449862186,0.1196869646408142,0.1007884831447667
Prevalence,Philippines,Female,All ages,Mental disorders,Percent,2018,0.1182312626138997,0.128190753916811,0.1088546724171
Prevalence,Philippines,Both,All ages,Mental disorders,Percent,2018,0.1142320917288394,0.1241766714857333,0.1047110153331534
Prevalence,Philippines,Male,All ages,Mental disorders,Rate,2018,10490.27489209345,11374.61907876684,9595.03469365233
Prevalence,Philippines,Female,All ages,Mental disorders,Rate,2018,11460.2223034536,12419.40452374256,10529.53849530989
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2018,10968.458965542719,11901.104256139699,10059.39249770925
Prevalence,Philippines,Male,All ages,Mental disorders,Percent,2019,0.1105882574570166,0.1200301956867559,0.1011425680531738
Prevalence,Philippines,Female,All ages,Mental disorders,Percent,2019,0.1186043270303806,0.1285232917723521,0.1092624738630124
Prevalence,Philippines,Both,All ages,Mental disorders,Percent,2019,0.1145781100059159,0.1244413815017909,0.1051016812029249
Prevalence,Philippines,Male,All ages,Mental disorders,Rate,2019,10516.99414614387,11390.540915236761,9628.86824705825
