Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026]
Lending category not classified,LNX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,GDP at market prices (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,124.74677,123.09523,121.28925,117.20394,116.58582,116.63452,117.69527,120.8975,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,71.26922,73.66879,73.75009,71.88351,70.82094,69.75044,70.14817,74.15038,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,2.72334,..,..,..,4.34265,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,..,..,1.31943,1.298,1.29604,1.33382,..,1.38303,1.35326,..,..,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,11.45209,11.03836,10.96458,10.18687,..,10.76225,10.19626,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,1,1,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,100,100,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,1.17634,1.14853,1.12754,1.07525,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,72.03285,75.7858,79.15828,83.16646,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,..,..,858,986,804,..,..,1131,1097,..,..,..,..,..,..,..,..
Lesotho,LSO,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,92.90061,..,..,..,..,..,..,..,..
Lesotho,LSO,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,..,..,..,..,56208,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,86.6322,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,316668,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,76.6352,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Duration of compulsory education (years),SE.COM.DURS,7,7,7,7,7,7,7,7,7,7,..,..,..,..,..,..,..
Lesotho,LSO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,24.1,24.3,24.4,24.5,24.6,24.5,24.3,24,23.6,..,..,..,..,..,..,..,..
Lesotho,LSO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,100.2,97.8,96.5,94.7,93,92.5,87.4,84.1,81.1,..,..,..,..,..,..,..,..
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1199.95176611775,1393.38636155716,1328.81307401803,1249.18349561088,1276.4130001565,1112.08144054711,1115.33607520903,1226.6126297762,1299.15312598733,..,..,..,..,..,..,..,..
Lesotho,LSO,GDP at market prices (current US$),NY.GDP.MKTP.CD,2394600945.38102,2792049477.26553,2677545056.01559,2533992455.33308,2608269551.8008,2289799039.79675,2314323471.3948,2565352373.26551,2738786277.79392,..,..,..,..,..,..,..,..
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2378.56357773583,2578.63963387473,2767.67561032681,2857.76883364933,2972.01294621374,3062.06883551349,3170.57860755126,3132.49553353576,3219.45715691253,..,..,..,..,..,..,..,..
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4746616283.02165,5167044576.04295,5576838678.05242,5797038376.6655,6073121218.77217,6304864035.76781,6578953781.24747,6551338748.7831,6787040655.11633,..,..,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,105.12114,..,..,97.42249,95.33271,89.47021,85.10919,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,50.66381,..,..,45.80366,45.04022,51.27369,50.11197,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,0.52892,..,0.6246,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,9.53119,..,11.92253,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,..,..,1.04739,1.09577,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,..,..,50.03144,54.62732,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,..,..,1.01031,1.06283,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,..,..,63.05776,70.19109,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,..,1.05749,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,..,65.31573,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1370,..,2028,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,..,..,..,..,..,..,..,408816,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,55.3987,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,1422645,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,48.30136,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Duration of compulsory education (years),SE.COM.DURS,6,6,6,6,6,6,6,6,6,6,..,..,..,..,..,..,..
Liberia,LBR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.7,1.7,1.6,1.6,1.5,1.4,1.4,1.3,1.3,..,..,..,..,..,..,..,..
Liberia,LBR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,96.7,92.6,88.7,85.1,81.9,78.9,76.1,73.4,70.9,..,..,..,..,..,..,..,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,513.445698620224,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,..,..,..,..,..,..,..,..
Liberia,LBR,GDP at market prices (current US$),NY.GDP.MKTP.CD,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,..,..,..,..,..,..,..,..
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1078.9460461099,1154.40937039294,1234.28081872855,1329.04928288563,1328.91311080663,1309.26956499188,1269.88622269703,1293.41593413888,1308.62953596446,..,..,..,..,..,..,..,..
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4198563170.20605,4637773844.21952,5104564576.50208,5646245256.15863,5793403351.12704,5855354626.64365,5824698887.63206,6081936621.15399,6306255635.33341,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Duration of compulsory education (years),SE.COM.DURS,9,9,9,9,9,9,9,9,9,9,..,..,..,..,..,..,..
Libya,LBY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..,..,..,..,..,..,..,..
Libya,LBY,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,16.6,17.6,15.1,14.5,13.9,13.3,12.8,12.4,12,..,..,..,..,..,..,..,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,12064.7806924218,5554.1791642315,13025.2813934413,10363.7894894551,6466.91027014384,4337.91913919348,4035.1943155047,5756.42314018283,7241.70448113024,..,..,..,..,..,..,..,..
Libya,LBY,GDP at market prices (current US$),NY.GDP.MKTP.CD,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37881431912.7565,48364208571.4286,..,..,..,..,..,..,..,..
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28890.3654535984,11096.1563633459,25080.9683779471,21929.5035056634,16870.4851323309,15403.5732227291,14964.5228796856,19056.8042970874,20764.1641363784,..,..,..,..,..,..,..,..
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,179052749028.245,69322560014.4654,157652696981.681,138602334847.551,107330650619.839,98864985069.0406,97152136716.6712,125407569401.146,138674861383.8,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.45918,104.9505,103.828,..,102.66099,105.66542,105.49102,104.69974,106.32979,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,103.02501,102.52199,104.38966,..,100.37477,97.99373,100.06485,100.59016,99.54368,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,0,0,0,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,0.61693,0.53168,0.55308,..,0.4751,0.4881,0.54602,0.62691,0.56496,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,36.01831,43.6751,42.49668,..,37.48871,33.54204,35.02262,35.62193,38.30027,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)",UIS.QUTP.02.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in pre-primary education, both sexes (%)",UIS.QUTP.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in primary education, adjusted gender parity index (GPIA)",UIS.QUTP.1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in primary education, both sexes (%)",UIS.QUTP.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)",UIS.QUTP.2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Percentage of qualified teachers in lower secondary education, both sexes (%)",UIS.QUTP.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Teachers in post-secondary non-tertiary education, both sexes (number)",UIS.T.4,0,0,0,..,..,..,..,0,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,..,109,116,111,98,119,120,112,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,68.4386,73.87731,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Proportion of youth and adults who have connected and installed new devices (%),UIS.ICTSKILLCONNEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Duration of compulsory education (years),SE.COM.DURS,9,9,9,9,9,9,9,9,9,9,..,..,..,..,..,..,..
Liechtenstein,LIE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,141200.380010278,158156.599825792,149010.224898665,173058.317372602,178845.631017897,167290.939983907,165028.245029187,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP at market prices (current US$),NY.GDP.MKTP.CD,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.4215,101.25184,101.85441,101.75458,101.57557,102.08926,102.8918,103.87475,104.26534,..,..,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,104.01042,104.1222,103.40311,104.53724,103.7971,104.06824,104.81564,105.80318,106.17269,..,..,..,..,..,..,..,..
